.species.name,tax.id,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep
Escherichia phage e4/1c,1495286,phage,NCBI Refseq,209,NC_024210,1085,47112,100,TRUE
Ralstonia phage RS611,1497850,phage,NCBI Refseq,209,NC_055054,1461,6386,100,TRUE
Enterococcus phage ECP3,1498168,phage,NCBI Refseq,209,NC_027335,3175,145518,100,TRUE
Escherichia phage PE3-1,1498170,phage,NCBI Refseq,209,NC_024379,1826,39093,100,TRUE
Staphylococcus phage SA97,1498171,phage,NCBI Refseq,209,NC_029010,1875,40592,100,TRUE
Escherichia phage ECBP5,1498172,phage,NCBI Refseq,209,NC_027330,955,45403,100,TRUE
Propionibacterium phage Pacnes 2012-15,1498188,phage,NCBI Refseq,209,NC_027371,1211,29741,100,TRUE
Mycobacterium phage Pinto,1498204,phage,NCBI Refseq,209,NC_024368,814,50610,100,TRUE
Bacillus phage JBP901,1498212,phage,NCBI Refseq,209,NC_027352,3221,159492,100,TRUE
Staphylococcus phage phiSa119,1498220,phage,NCBI Refseq,209,NC_025460,558,42600,100,TRUE
Shigella phage POCJ13,1498227,phage,NCBI Refseq,209,NC_025434,3947,62699,100,TRUE
Rhizobium phage vB_RleM_PPF1,1498228,phage,NCBI Refseq,209,NC_025427,3350,54506,100,TRUE
Staphylococcus phage 6ec,1500386,phage,NCBI Refseq,209,NC_024355,2337,93794,100,TRUE
Vibrio phage X29,1500713,phage,NCBI Refseq,209,NC_024369,420,41569,100,TRUE
Lactobacillus phage Ld17,1500733,phage,NCBI Refseq,209,NC_025420,2068,32975,100,TRUE
Lactobacillus phage Ld25A,1500734,phage,NCBI Refseq,209,NC_025415,1350,32799,100,TRUE
Lactobacillus phage Ld3,1500735,phage,NCBI Refseq,209,NC_025421,1203,29616,100,TRUE
Pseudomonas phage phiPSA2 (phiPSA2),1500756,phage,NCBI Refseq,209,NC_024362,1874,40472,100,TRUE
Pseudomonas phage phiPSA1 (phiPSA1),1500757,phage,NCBI Refseq,209,NC_024365,3680,51090,100,TRUE
Propionibacterium phage PHL009M11,1500798,phage,NCBI Refseq,209,NC_027336,1231,29503,100,TRUE
Propionibacterium phage PHL025M00,1500799,phage,NCBI Refseq,209,NC_027357,1220,29496,100,TRUE
Propionibacterium phage PHL030N00,1500800,phage,NCBI Refseq,209,NC_027373,61,29423,100,TRUE
Propionibacterium phage PHL041M10,1500801,phage,NCBI Refseq,209,NC_027391,1179,29412,100,TRUE
Propionibacterium phage PHL055N00,1500802,phage,NCBI Refseq,209,NC_027400,3,29264,100,FALSE
Propionibacterium phage PHL067M01,1500805,phage,NCBI Refseq,209,NC_027380,63,29377,100,FALSE
Propionibacterium phage PHL070N00,1500807,phage,NCBI Refseq,209,NC_027333,1182,29421,100,TRUE
Propionibacterium phage PHL082M00,1500808,phage,NCBI Refseq,209,NC_027359,50,29491,100,TRUE
Propionibacterium phage PHL082M03,1500810,phage,NCBI Refseq,209,NC_041955,50,29491,99.98,FALSE
Propionibacterium phage PHL085N00,1500812,phage,NCBI Refseq,209,NC_027361,49,29454,100,TRUE
Propionibacterium phage PHL092M00,1500813,phage,NCBI Refseq,209,NC_027385,1197,29261,100,TRUE
Propionibacterium phage PHL095N00,1500814,phage,NCBI Refseq,209,NC_027401,1391,29751,100,TRUE
Propionibacterium phage PHL116M00,1500816,phage,NCBI Refseq,209,NC_027362,1169,29394,100,TRUE
Propionibacterium phage PHL117M00,1500818,phage,NCBI Refseq,209,NC_027403,3,29255,100,FALSE
Propionibacterium phage PHL117M01,1500819,phage,NCBI Refseq,209,NC_041956,61,29422,99.92,FALSE
Propionibacterium phage PHL132N00,1500820,phage,NCBI Refseq,209,NC_027367,1281,29003,100,TRUE
Propionibacterium phage PHL141N00,1500821,phage,NCBI Refseq,209,NC_027389,1221,29494,100,TRUE
Propionibacterium phage PHL150M00,1500822,phage,NCBI Refseq,209,NC_027294,62,29438,99.96000000000001,FALSE
Propionibacterium phage PHL151M00,1500823,phage,NCBI Refseq,209,NC_027347,6,29511,99.99000000000001,FALSE
Propionibacterium phage PHL151N00,1500824,phage,NCBI Refseq,209,NC_041957,6,29511,99.99000000000001,FALSE
Propionibacterium phage PHL152M00,1500825,phage,NCBI Refseq,209,NC_027386,1184,29247,100,TRUE
Propionibacterium phage PHL163M00,1500826,phage,NCBI Refseq,209,NC_027405,3,29264,100,FALSE
Propionibacterium phage PHL171M01,1500827,phage,NCBI Refseq,209,NC_027346,1195,29327,100,TRUE
Propionibacterium phage PHL179M00,1500828,phage,NCBI Refseq,209,NC_027370,1176,29428,100,TRUE
Propionibacterium phage PHL194M00,1500829,phage,NCBI Refseq,209,NC_027392,3,29264,100,TRUE
Propionibacterium phage PHL199M00,1500830,phage,NCBI Refseq,209,NC_027295,1393,29806,100,TRUE
Propionibacterium phage PHL301M00,1500831,phage,NCBI Refseq,209,NC_027354,1192,29323,100,TRUE
Propionibacterium phage PHL308M00,1500832,phage,NCBI Refseq,209,NC_027376,62,29442,100,TRUE
Aurantimonas phage AmM-1,1503929,phage,NCBI Refseq,209,NC_027334,696,47800,100,TRUE
Staphylococcus phage 3MRA,1505026,phage,NCBI Refseq,209,NC_028917,568,41931,100,TRUE
Staphylococcus phage 23MRA,1505027,phage,NCBI Refseq,209,NC_028775,192,43098,100,TRUE
Acinetobacter phage YMC-13-01-C62,1505225,phage,NCBI Refseq,209,NC_024785,1028,44844,100,TRUE
Aeromonas phage pAh6-C,1505227,phage,NCBI Refseq,209,NC_025459,3410,53744,100,TRUE
Ralstonia phage RS603,1505528,phage,NCBI Refseq,209,NC_025454,1449,7679,100,TRUE
Mycobacterium phage Cheetobro,1506716,phage,NCBI Refseq,209,NC_028979,3571,57253,100,TRUE
Escherichia typing phage 1,1508671,phage,NCBI Refseq,209,NC_041979,2655,88531,100,TRUE
Escherichia coli O157 typing phage 3,1508678,phage,NCBI Refseq,209,NC_041863,2829,168733,100,TRUE
Escherichia coli O157 typing phage 6,1508681,phage,NCBI Refseq,209,NC_041864,3226,160570,100,TRUE
Bacillus phage Waukesha92,1510440,phage,NCBI Refseq,209,NC_025424,1121,45648,100,TRUE
Synechococcus virus P60,151528,phage,NCBI Refseq,209,NC_003390,1063,46675,100,TRUE
Lactococcus phage bIL311,151534,phage,NCBI Refseq,209,NC_002670,1499,14510,100,TRUE
Lactococcus phage bIL285,151535,phage,NCBI Refseq,209,NC_002666,1996,35538,100,TRUE
Lactococcus phage bIL286,151536,phage,NCBI Refseq,209,NC_002667,565,41834,100,TRUE
Lactococcus phage bIL309,151537,phage,NCBI Refseq,209,NC_002668,2204,36949,100,TRUE
Lactococcus phage bIL310,151538,phage,NCBI Refseq,209,NC_002669,1471,14957,100,TRUE
Lactococcus phage bIL312,151539,phage,NCBI Refseq,209,NC_002671,1473,15179,100,TRUE
Pseudomonas phage B3,151599,phage,NCBI Refseq,209,NC_006548,2176,38439,100,TRUE
Escherichia phage vB_EcoP_SU10,1519788,phage,NCBI Refseq,209,NC_027395,2742,77327,100,TRUE
Staphylococcus phage phiBU01,1519999,phage,NCBI Refseq,209,NC_026016,297,43748,100,TRUE
Clostridium phage phiCDHM14,1522091,phage,NCBI Refseq,209,NC_048665,1343,32651,100,TRUE
Clostridium phage phiCDHM19,1522092,phage,NCBI Refseq,209,NC_028996,3435,54295,100,TRUE
Enterobacteria phage Sf101,1524881,phage,NCBI Refseq,209,NC_027398,1797,38742,100,TRUE
Sinorhizobium phage phiLM21,1524882,phage,NCBI Refseq,209,NC_029046,805,50827,100,TRUE
Staphylococcus phage MCE-2014,1524910,phage,NCBI Refseq,209,NC_025416,3177,141907,100,TRUE
Staphylococcus phage P108,1526408,phage,NCBI Refseq,209,NC_025426,3135,140807,100,TRUE
Sulfitobacter phage NYA-2014a,1526550,phage,NCBI Refseq,209,NC_027299,620,42092,100,TRUE
Mycobacterium phage Cerasum,1527463,phage,NCBI Refseq,209,NC_026604,3403,53636,100,TRUE
Bacillus phage Bobb,1527469,phage,NCBI Refseq,209,NC_024792,3207,160281,100,TRUE
Mycobacterium phage Sparky,1527493,phage,NCBI Refseq,209,NC_026597,4000,63334,100,TRUE
Mycobacterium phage Eremos,1527494,phage,NCBI Refseq,209,NC_028690,4127,68472,100,TRUE
Escherichia phage CICC 80001,1527506,phage,NCBI Refseq,209,NC_027387,1807,38810,100,TRUE
Mycobacterium phage Hades,1527511,phage,NCBI Refseq,209,NC_026595,3335,54986,100,TRUE
Mycobacterium phage Squirty,1527512,phage,NCBI Refseq,209,NC_026588,4391,60285,100,TRUE
Mycobacterium phage Minerva,1527513,phage,NCBI Refseq,209,NC_026584,2257,109871,100,TRUE
Escherichia phage EK99P-1,1527514,phage,NCBI Refseq,209,NC_024783,287,44332,100,TRUE
Idiomarinaceae phage Phi1M2-2,1527515,phage,NCBI Refseq,209,NC_025471,2023,36844,100,TRUE
Mycobacterium phage MarQuardt,1527516,phage,NCBI Refseq,209,NC_028798,1,50882,100,TRUE
Escherichia phage Av-05,1527519,phage,NCBI Refseq,209,NC_025830,2462,120938,100,TRUE
Mycobacterium phage Piro94,1527520,phage,NCBI Refseq,209,NC_028794,3836,52647,100,TRUE
Citrobacter phage Miller,1527524,phage,NCBI Refseq,209,NC_025414,2954,178171,100,TRUE
Pseudomonas phage vB_PaeP_PPA-ABTNL,1527525,phage,NCBI Refseq,209,NC_027375,92,43227,100,TRUE
Escherichia phage HY02,1527531,phage,NCBI Refseq,209,NC_028872,2677,86252,100,TRUE
Mycobacterium phage Swirley,1527534,phage,NCBI Refseq,209,NC_028912,861,49717,100,TRUE
Mycobacterium phage Tiffany,1527535,phage,NCBI Refseq,209,NC_028757,1,50768,96.24000000000001,FALSE
Mycobacterium phage Trike,1527536,phage,NCBI Refseq,209,NC_026591,975,44716,100,TRUE
Mycobacterium phage Inventum,1527580,phage,NCBI Refseq,209,NC_026596,3594,57052,100,TRUE
Lactococcus phage phi145,1527692,phage,NCBI Refseq,209,NC_049353,1421,30862,100,TRUE
Lactococcus phage phi15,1527693,phage,NCBI Refseq,209,NC_049352,1308,31945,100,TRUE
Rhizobium phage vB_RleM_P10VF,1527770,phage,NCBI Refseq,209,NC_025429,3274,156446,100,TRUE
Mesorhizobium phage vB_MloP_Lo5R7ANS,1527771,phage,NCBI Refseq,209,NC_025431,1120,45718,100,TRUE
Vibrio phage ICP2_2013_A_Haiti,1529058,phage,NCBI Refseq,209,NC_024791,767,50440,100,TRUE
Ralstonia phage RSY1,1530085,phage,NCBI Refseq,209,NC_025115,1913,40002,100,TRUE
Pseudomonas phage Pa2,1530400,phage,NCBI Refseq,209,NC_027345,2587,73008,100,TRUE
Idiomarinaceae phage 1N2-2,1536592,phage,NCBI Refseq,209,NC_025439,2085,34773,100,TRUE
Pseudomonas phage H70,1536596,phage,NCBI Refseq,209,NC_027384,2193,37359,100,TRUE
Escherichia phage J8-65,1536597,phage,NCBI Refseq,209,NC_025445,439,40981,100,TRUE
Mycobacterium phage BuzzLyseyear,1536598,phage,NCBI Refseq,209,NC_026593,4197,59419,100,TRUE
Mycobacterium phage Estave1,1536603,phage,NCBI Refseq,209,NC_026585,4293,60727,100,TRUE
Leuconostoc phage Ln-8,1536604,phage,NCBI Refseq,209,NC_027377,64,28921,100,TRUE
Leuconostoc phage Ln-9,1536605,phage,NCBI Refseq,209,NC_027358,1295,28527,100,TRUE
Yersinia phage vB_YenP_AP5,1536611,phage,NCBI Refseq,209,NC_025451,2149,38646,100,TRUE
Edwardsiella phage GF-2,1537091,phage,NCBI Refseq,209,NC_026611,203,43129,100,TRUE
Ralstonia phage RSJ5,1538364,phage,NCBI Refseq,209,NC_029007,303,43745,100,TRUE
Vibrio phage VpKK5,1538804,phage,NCBI Refseq,209,NC_026610,3532,56637,100,TRUE
Bacillus phage Mater,1540090,phage,NCBI Refseq,209,NC_027366,2887,164302,100,TRUE
Bacillus phage Moonbeam,1540091,phage,NCBI Refseq,209,NC_027374,3244,161239,100,TRUE
Bacillus phage Pascal,1540092,phage,NCBI Refseq,209,NC_027372,1764,39639,100,TRUE
Bacillus phage Pookie,1540093,phage,NCBI Refseq,209,NC_027394,1948,40214,100,TRUE
Citrobacter phage Moogle,1540094,phage,NCBI Refseq,209,NC_027293,2680,87999,100,TRUE
Citrobacter phage Moon,1540095,phage,NCBI Refseq,209,NC_027331,3007,170341,100,TRUE
Citrobacter virus Stevie,1540096,phage,NCBI Refseq,209,NC_027350,836,49816,100,TRUE
Escherichia phage Pollock,1540097,phage,NCBI Refseq,209,NC_027381,4085,68365,100,TRUE
Escherichia phage Seurat,1540098,phage,NCBI Refseq,209,NC_027378,3542,56776,100,TRUE
Salmonella virus Stitch,1540099,phage,NCBI Refseq,209,NC_027297,2515,123475,100,TRUE
Salmonella phage LSPA1,1540823,phage,NCBI Refseq,209,NC_026017,573,41880,100,TRUE
Campylobacter phage PC14,1541686,phage,NCBI Refseq,209,NC_031909,2444,134927,100,TRUE
Mycobacterium phage Omnicron,1541819,phage,NCBI Refseq,209,NC_028832,4311,61511,100,TRUE
Listeria phage WIL-1,1541821,phage,NCBI Refseq,209,NC_025440,2448,134369,100,TRUE
Mycobacterium phage Llama,1541823,phage,NCBI Refseq,209,NC_028923,4219,58472,100,TRUE
Mycobacterium phage Ariel,1541824,phage,NCBI Refseq,209,NC_028876,2262,109801,100,TRUE
Shigella phage Shf125875,1541825,phage,NCBI Refseq,209,NC_025437,2833,169062,100,TRUE
Escherichia phage vB_EcoM-ep3,1541883,phage,NCBI Refseq,209,NC_025430,511,42351,100,TRUE
Pseudomonas phage vB_Pae_PS44,1542090,phage,NCBI Refseq,209,NC_028939,4133,68871,100,TRUE
Pseudomonas phage vB_PaeM_PS24,1542092,phage,NCBI Refseq,209,NC_028882,2767,84583,100,TRUE
Prochlorococcus phage P-TIM68,1542477,phage,NCBI Refseq,209,NC_028955,2984,197361,100,TRUE
Lelliottia phage phD2B,1542498,phage,NCBI Refseq,209,NC_025450,261,44366,100,TRUE
Mycobacterium phage VohminGhazi,1542912,phage,NCBI Refseq,209,NC_029077,3818,52155,100,TRUE
Salmonella phage BP12A,1543199,phage,NCBI Refseq,209,NC_031258,1769,39696,100,TRUE
Salmonella phage BP12B,1543201,phage,NCBI Refseq,209,NC_031271,318,43602,100,TRUE
Salmonella phage BP12C,1543203,phage,NCBI Refseq,209,NC_031228,4294,60606,100,TRUE
Salmonella phage BP63,1543205,phage,NCBI Refseq,209,NC_031250,3834,52437,100,TRUE
Staphylococcus phage BP39,1543206,phage,NCBI Refseq,209,NC_031046,1655,17641,100,TRUE
Microviridae IME-16,1544364,phage,NCBI Refseq,209,NC_026013,1545,5755,100,TRUE
Pseudomonas phage vB_PaeM_C2-10_Ab02,1548900,phage,NCBI Refseq,209,NC_042113,2334,93848,100,TRUE
Pseudomonas phage vB_PaeM_PAO1_Ab03,1548901,phage,NCBI Refseq,209,NC_026587,2674,86246,100,TRUE
Pseudomonas phage vB_PaeP_PAO1_Ab05,1548902,phage,NCBI Refseq,209,NC_026602,317,43639,100,TRUE
Pseudomonas phage vB_PaeS_PAO1_Ab18,1548905,phage,NCBI Refseq,209,NC_026594,3535,56537,100,TRUE
Pseudomonas phage vB_PaeP_C2-10_Ab22,1548906,phage,NCBI Refseq,209,NC_026599,1104,45808,100,TRUE
Pseudomonas phage vB_PaeM_PAO1_Ab27,1548907,phage,NCBI Refseq,209,NC_026586,3919,66299,100,TRUE
Pseudomonas phage vB_PaeP_PAO1_1-15pyo,1548908,phage,NCBI Refseq,209,NC_047967,536,42750,100,TRUE
Pseudomonas phage vB_PaeS_PAO1_Ab19,1548912,phage,NCBI Refseq,209,NC_042115,3500,58139,100,TRUE
Pseudomonas phage vB_PaeM_C1-14_Ab28,1548917,phage,NCBI Refseq,209,NC_026600,3876,66181,100,TRUE
Pseudomonas phage vB_PaeS_PAO1_Ab30,1548918,phage,NCBI Refseq,209,NC_026601,2196,37238,100,TRUE
Enterobacteria phage HK620,155148,phage,NCBI Refseq,209,NC_002730,2114,38297,100,TRUE
Shigella phage pSs-1,1551641,phage,NCBI Refseq,209,NC_025829,2857,164999,100,TRUE
Mycobacterium phage Abrogate,1551710,phage,NCBI Refseq,209,NC_028920,3866,52530,100,TRUE
Mycobacterium phage Bipolar,1551711,phage,NCBI Refseq,209,NC_028823,4164,58985,100,TRUE
Lactobacillus phage Ldl1,1552735,phage,NCBI Refseq,209,NC_026609,2626,74806,100,TRUE
Mycobacterium phage Equemioh13,1555201,phage,NCBI Refseq,209,NC_028852,3733,53042,100,TRUE
Escherichia phage 121Q,1555202,phage,NCBI Refseq,209,NC_025447,1700,348532,100,TRUE
Klebsiella phage phiBO1E,1555207,phage,NCBI Refseq,209,NC_047748,328,43865,100,TRUE
Ruegeria phage DSS3-P1,1555208,phage,NCBI Refseq,209,NC_025428,2,59601,100,TRUE
Mycobacterium phage Carcharodon,1555233,phage,NCBI Refseq,209,NC_028779,82,43680,100,TRUE
Mycobacterium phage SweetiePie,1555235,phage,NCBI Refseq,209,NC_029043,3787,53184,100,TRUE
Escherichia phage vB_EcoM-VpaE1,1555238,phage,NCBI Refseq,209,NC_027337,2654,88403,100,TRUE
Mycobacterium phage CaptainTrips,1556289,phage,NCBI Refseq,209,NC_028842,3577,57328,100,TRUE
Streptomyces phage Jay2Jay,1556290,phage,NCBI Refseq,209,NC_029098,2440,133531,100,TRUE
Vibrio phage J2,1558467,phage,NCBI Refseq,209,NC_027393,1707,39530,100,TRUE
Vibrio phage QH,1558469,phage,NCBI Refseq,209,NC_027397,1757,39725,100,TRUE
Proteus phage PM 75,1560282,phage,NCBI Refseq,209,NC_027363,359,41480,100,TRUE
Proteus phage PM 85,1560283,phage,NCBI Refseq,209,NC_027379,316,43642,100,TRUE
Proteus phage PM 93,1560284,phage,NCBI Refseq,209,NC_027390,929,45169,100,TRUE
Mycobacterium phage Larenn,1560285,phage,NCBI Refseq,209,NC_028877,3761,52967,100,TRUE
Mycobacterium phage Murucutumbu,1560286,phage,NCBI Refseq,209,NC_028978,4297,60609,100,TRUE
Lactococcus phage WRP3,1560313,phage,NCBI Refseq,209,NC_027341,2400,130008,100,TRUE
Acinetobacter phage YMC13/03/R2096,1560342,phage,NCBI Refseq,209,NC_027332,2328,98170,100,TRUE
Pseudomonas phage Pf-10,1562076,phage,NCBI Refseq,209,NC_027292,1825,39167,100,TRUE
Delftia phage RG-2014,1563661,phage,NCBI Refseq,209,NC_027348,2641,73882,100,TRUE
Erwinia phage phiEa2809,1564096,phage,NCBI Refseq,209,NC_027340,3232,162160,100,TRUE
Streptococcus phage SpSL1,1566990,phage,NCBI Refseq,209,NC_027396,2060,33756,100,TRUE
Arthrobacter phage vB_ArtM-ArV1,1566993,phage,NCBI Refseq,209,NC_026606,4066,71200,100,TRUE
Pseudomonas phage YH6,1566995,phage,NCBI Refseq,209,NC_027388,2586,73050,100,TRUE
Escherichia phage YD-2008.s,1567004,phage,NCBI Refseq,209,NC_027383,967,44613,100,TRUE
Mycobacterium phage MiaZeal,1567005,phage,NCBI Refseq,209,NC_028953,2305,110764,100,TRUE
Escherichia virus DT57C,1567006,phage,NCBI Refseq,209,NC_027356,2273,108065,100,TRUE
Escherichia phage DT571/2,1567007,phage,NCBI Refseq,209,NC_047749,2275,108418,100,TRUE
Clostridium phage phiCT19406A,1567009,phage,NCBI Refseq,209,NC_030950,66,47020,99.95,FALSE
Clostridium phage phiCT19406B,1567010,phage,NCBI Refseq,209,NC_030947,51,38243,100,TRUE
Clostridium phage phiCT19406C,1567011,phage,NCBI Refseq,209,NC_029006,2005,35703,100,TRUE
Clostridium phage phiCT453A,1567012,phage,NCBI Refseq,209,NC_028991,598,42158,100,TRUE
Clostridium phage phiCT453B,1567013,phage,NCBI Refseq,209,NC_029004,2015,36712,100,TRUE
Clostridium phage phiCT9441A,1567014,phage,NCBI Refseq,209,NC_029022,1046,46895,100,TRUE
Clostridium phage phiCTC2A,1567015,phage,NCBI Refseq,209,NC_030949,66,47020,100,TRUE
Clostridium phage phiCTC2B,1567016,phage,NCBI Refseq,209,NC_030951,51,38243,99.98,FALSE
Shigella phage SfMu,1567022,phage,NCBI Refseq,209,NC_027382,2209,37146,100,TRUE
Salmonella phage vB_SPuM_SP116,1567025,phage,NCBI Refseq,209,NC_027329,2673,87510,100,TRUE
Escherichia phage vb_EcoM-VR5,1567026,phage,NCBI Refseq,209,NC_028881,2995,170473,100,TRUE
Escherichia phage vB_EcoM_VR20,1567027,phage,NCBI Refseq,209,NC_028894,3018,170336,100,TRUE
Escherichia phage vB_EcoM_VR25,1567028,phage,NCBI Refseq,209,NC_028925,3000,170822,100,TRUE
Escherichia phage vB_EcoM_VR26,1567029,phage,NCBI Refseq,209,NC_028957,3047,171541,100,TRUE
Lactobacillus phage LfeSau,1567453,phage,NCBI Refseq,209,NC_029068,1331,31703,100,TRUE
Mycobacterium phage Alvin,1567466,phage,NCBI Refseq,209,NC_026583,671,49577,100,TRUE
Mycobacterium phage Edtherson,1567468,phage,NCBI Refseq,209,NC_029059,3615,51492,100,TRUE
Mycobacterium phage Keshu,1567471,phage,NCBI Refseq,209,NC_026603,4324,61251,100,TRUE
Mycobacterium phage Malithi,1567472,phage,NCBI Refseq,209,NC_026605,1035,46869,100,TRUE
Mycobacterium phage Milly,1567473,phage,NCBI Refseq,209,NC_026598,3508,58211,100,TRUE
Mycobacterium phage Sbash,1567475,phage,NCBI Refseq,209,NC_026589,3363,55832,100,TRUE
Lactobacillus phage LfeInf,1567484,phage,NCBI Refseq,209,NC_029058,2266,106071,100,TRUE
Proteus phage pPM_01,1567485,phage,NCBI Refseq,209,NC_028812,4217,58546,100,TRUE
Enterobacteria phage P88,1567486,phage,NCBI Refseq,209,NC_026014,1981,35814,100,TRUE
Bacillus phage BalMu-1,1567487,phage,NCBI Refseq,209,NC_030945,1928,39873,100,TRUE
Haemophilus virus HP2,157239,phage,NCBI Refseq,209,NC_003315,1322,31508,100,TRUE
Shigella phage pSf-2,1572702,phage,NCBI Refseq,209,NC_026010,892,50109,100,TRUE
Staphylococcus phage phiIPLA-RODI,1572703,phage,NCBI Refseq,209,NC_028765,3189,142348,100,TRUE
Staphylococcus phage phiIPLA-C1C,1572704,phage,NCBI Refseq,209,NC_028962,3159,140961,100,TRUE
Geobacillus virus E3,1572712,phage,NCBI Refseq,209,NC_029073,3183,141298,100,TRUE
Salmonella phage Shivani,1572715,phage,NCBI Refseq,209,NC_028754,2463,120098,100,TRUE
Salmonella phage Mushroom,1572716,phage,NCBI Refseq,209,NC_041923,2678,87709,100,TRUE
Mannheimia phage vB_MhS_535AP2,1572743,phage,NCBI Refseq,209,NC_028853,895,50078,100,TRUE
Mannheimia phage vB_MhM_587AP1,1572744,phage,NCBI Refseq,209,NC_028898,1982,35764,100,TRUE
Mannheimia phage vB_MhS_587AP2,1572745,phage,NCBI Refseq,209,NC_028743,735,48594,100,TRUE
Mannheimia phage vB_MhM_1127AP1,1572746,phage,NCBI Refseq,209,NC_047750,2017,36745,100,TRUE
Mannheimia phage vB_MhS_1152AP2,1572747,phage,NCBI Refseq,209,NC_028956,3825,52139,100,TRUE
Mannheimia phage vB_MhM_3927AP2,1572750,phage,NCBI Refseq,209,NC_028766,2057,33755,100,TRUE
Escherichia phage P483,1572753,phage,NCBI Refseq,209,NC_028822,1886,40829,100,TRUE
Escherichia phage P694,1572754,phage,NCBI Refseq,209,NC_028863,1868,40477,100,TRUE
Pseudomonas phage PS-1,1573458,phage,NCBI Refseq,209,NC_029066,742,48666,100,TRUE
Sulfolobus islandicus rod-shaped virus 1,157898,phage,NCBI Refseq,209,NC_004087,1335,32308,100,TRUE
Sulfolobus islandicus rod-shaped virus 2,157899,phage,NCBI Refseq,209,NC_004086,1995,35450,100,TRUE
Streptococcus phage SM1,157924,phage,NCBI Refseq,209,NC_004996,2106,34692,100,TRUE
Sulfolobus monocaudavirus SMV2,1580591,phage,NCBI Refseq,209,NC_029020,3685,50918,100,TRUE
Clostridium phage phiCD111,1582150,phage,NCBI Refseq,209,NC_028905,408,41560,100,TRUE
Clostridium phage phiCD146,1582151,phage,NCBI Refseq,209,NC_028958,366,41507,100,TRUE
Clostridium phage phiCD211,1582152,phage,NCBI Refseq,209,NC_029048,2388,131704,100,TRUE
Clostridium phage phiCD481-1,1582153,phage,NCBI Refseq,209,NC_028951,1347,32846,100,TRUE
Clostridium phage phiCD505,1582154,phage,NCBI Refseq,209,NC_028764,679,49316,100,TRUE
Clostridium phage phiCD506,1582155,phage,NCBI Refseq,209,NC_028838,2074,33274,100,TRUE
Clostridium phage phiMMP01,1582156,phage,NCBI Refseq,209,NC_028883,265,44461,100,TRUE
Clostridium phage phiMMP03,1582157,phage,NCBI Refseq,209,NC_028959,3829,52261,100,TRUE
Ralstonia phage RSL2,1585840,phage,NCBI Refseq,209,NC_028950,3064,223932,100,TRUE
Enterobacter phage phiEap-1,1587520,phage,NCBI Refseq,209,NC_028772,1838,39133,100,TRUE
Streptococcus phage M102AD,1587907,phage,NCBI Refseq,209,NC_028984,1384,30664,100,TRUE
Yersinia phage vB_YenM_TG1,1589265,phage,NCBI Refseq,209,NC_028820,3255,162101,100,TRUE
Streptococcus phage Str-PAP-1,1589270,phage,NCBI Refseq,209,NC_028666,2041,36595,100,TRUE
Pseudomonas phage PhiCHU,1589273,phage,NCBI Refseq,209,NC_028933,939,45626,100,TRUE
Mycobacterium phage Sheen,1589274,phage,NCBI Refseq,209,NC_028914,3752,52927,100,TRUE
Vibrio phage phi 1,1589297,phage,NCBI Refseq,209,NC_028799,3930,66708,100,TRUE
Vibrio phage phi 3,1589298,phage,NCBI Refseq,209,NC_028895,2456,116138,100,TRUE
