REGION,REGION_LENGTH,COMPLETENESS(score),SPECIFIC_KEYWORD,REGION_POSITION,TRNA_NUM,TOTAL_PROTEIN_NUM,PHAGE_HIT_PROTEIN_NUM,HYPOTHETICAL_PROTEIN_NUM,PHAGE+HYPO_PROTEIN_PERCENTAGE,BACTERIAL_PROTEIN_NUM,ATT_SITE_SHOWUP,PHAGE_SPECIES_NUM,MOST_COMMON_PHAGE_NAME(hit_genes_count),FIRST_MOST_COMMON_PHAGE_NUM,FIRST_MOST_COMMON_PHAGE_PERCENTAGE,GC_PERCENTAGE,acc,MOST_COMMON_PHAGE_NAME,MOST_COMMON_PHAGE_NUM,MOST_COMMON_PHAGE_PERCENTAGE
1,11.2Kb,incomplete(10),NA,1634227-1645518,0,9,6,1,77.7%,2,no,6,"PHAGE_Prochl_P_SSM2_NC_006883(3),PHAGE_Synech_ACG_2014e_NC_026928(2),PHAGE_Prochl_P_SSM7_NC_015290(2),PHAGE_Synech_S_SKS1_NC_020851(2),PHAGE_Synech_S_CAM8_NC_021530(1),PHAGE_Microb_Min1_NC_009603(1),PHAGE_Prochl_Syn33_NC_015285(1),PHAGE_Synech_ACG_2014j_NC_026926(1),PHAGE_Synech_ACG_2014c_NC_019444(1),PHAGE_Prochl_Syn1_NC_015288(1),PHAGE_Synech_S_MbCM100_NC_023584(1),PHAGE_Escher_KBNP1711_NC_023593(1),PHAGE_Synech_ACG_2014d_NC_026923(1)",1,33.33%,27.98%,AE009951.2,NA,NA,NA
1,8.3Kb,incomplete(60),transposase,1745721-1754100,0,8,6,1,87.5%,1,no,5,NA,NA,NA,52.86%,NC_003063.2,PROPHAGE_Xantho_33913,2,25%
1,20.5Kb,incomplete(40),"integrase,recombinase,tail",1273210-1293787,0,10,7,3,100%,0,yes,6,"PHAGE_Clostr_phiSM101_NC_008265(2),PHAGE_Clostr_phiCTP1_NC_014457(2),PHAGE_Clostr_PhiS63_NC_017978(2),PHAGE_Entero_phiFL3A_NC_013648(1),PHAGE_Lactob_prophage_Lj965_NC_005355(1),PHAGE_Bacill_vB_BanS_Tsamsa_NC_023007(1),PHAGE_Clostr_phi_CD119_NC_007917(1),PHAGE_Lactob_phiJL_1_NC_006936(1),PHAGE_Staphy_6ec_NC_024355(1),PHAGE_Bacill_BtCS33_NC_018085(1),PHAGE_Clostr_phiC2_NC_009231(1),PHAGE_Strept_K13_NC_024357(1),PHAGE_Choris_'L'_NC_021248(1),PHAGE_Strept_DCC1738_NC_024361(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Phthor_operculella_granulovirus_NC_004062(1),PHAGE_Cafete_BV_PW1_NC_014637(1),PHAGE_Staphy_SpaA1_NC_018277(1),PHAGE_Mythim_'L'_NC_021246(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_phiLdb_NC_022762(1),PHAGE_Entero_phiFL2A_NC_013643(1),PHAGE_Strept_IC1_NC_024370(1),PHAGE_Staphy_vB_SepS_SEP9_NC_023582(1),PHAGE_Choris_'L'_NC_021249(1),PHAGE_Thermo_THSA_485A_NC_018264(1),PHAGE_Clostr_phiMMP02_NC_019421(1),PHAGE_Entero_phiFL1A_NC_013646(1)",2,20%,29.95%,AE001437.1,NA,NA,NA
2,22.9Kb,incomplete(20),integrase,1992873-2015839,0,12,7,3,83.3%,2,yes,7,"PHAGE_Lactob_LP65_NC_006565(2),PHAGE_Altero_vB_AmaP_AD45_P1_NC_021532(2),PHAGE_Ball_python_nidovirus_NC_024709(2),PHAGE_Acinet_Presley_NC_023581(1),PHAGE_Strept_K13_NC_024357(1),PHAGE_Strept_DCC1738_NC_024361(1),PHAGE_Vibrio_JA_1_NC_021540(1),PHAGE_Pseudo_vB_PaeP_C2_10_Ab09_NC_024140(1),PHAGE_Staphy_S25_4_NC_022918(1),PHAGE_Megavi_chiliensis_NC_016072(1),PHAGE_Staphy_K_NC_005880(1),PHAGE_Staphy_Sb_1_NC_023009(1),PHAGE_Vibrio_VBP47_NC_020848(1),PHAGE_Pectob_phiTE_NC_020201(1),PHAGE_Pseudo_LIT1_NC_013692(1),PHAGE_Staphy_phiSA012_NC_023573(1),PHAGE_Cyanop_S_TIM5_NC_019516(1),PHAGE_Strept_IC1_NC_024370(1),PHAGE_Acanth_moumouvirus_NC_020104(1),PHAGE_Human_herpesvirus_8_NC_009333(1),PHAGE_Entero_EPS7_NC_010583(1),PHAGE_Staphy_G1_NC_007066(1),PHAGE_Strept_phiNJ2_NC_019418(1),PHAGE_Vibrio_VBP32_NC_020868(1),PHAGE_Clostr_vB_CpeS_CP51_NC_021325(1),PHAGE_Megavi_lba_NC_020232(1)",1,16.66%,28.60%,AE001437.1,NA,NA,NA
3,66Kb,intact(140),"tail,head,capsid,protease,portal,terminase,integrase",2017737-2083827,0,79,40,32,91.1%,7,yes,28,"PHAGE_Clostr_phiSM101_NC_008265(10),PHAGE_Clostr_PhiS63_NC_017978(7),PHAGE_Paenib_phiIBB_Pl23_NC_021865(5),PHAGE_Clostr_phi3626_NC_003524(5),PHAGE_Staphy_YMC/09/04/R1988_NC_022758(4),PHAGE_Geobac_virus_E2_NC_009552(3),PHAGE_Lactob_c5_NC_019449(3),PHAGE_Lactob_phiLdb_NC_022762(3),PHAGE_Clostr_phiCTP1_NC_014457(3),PHAGE_Clostr_vB_CpeS_CP51_NC_021325(3),PHAGE_Staphy_StauST398_2_NC_021323(3),PHAGE_Lactob_JCL1032_NC_019456(3),PHAGE_Clostr_phiCD6356_NC_015262(3),PHAGE_Bacill_WBeta_NC_007734(2),PHAGE_Bacill_Fah_NC_007814(2),PHAGE_Megavi_chiliensis_NC_016072(2),PHAGE_Strept_SM1_NC_004996(2),PHAGE_Staphy_phiSLT_NC_002661(2),PHAGE_Lactob_prophage_Lj928_NC_005354(2),PHAGE_Megavi_lba_NC_020232(2),PHAGE_Bacill_Gamma_NC_007458(2),PHAGE_Lactob_LL_Ku_NC_022989(2),PHAGE_Lister_LP_030_3_NC_024384(2),PHAGE_Staphy_42E_NC_007052(2),PHAGE_Staphy_phiSauS_IPLA35_NC_011612(2),PHAGE_Staphy_vB_SepiS_phiIPLA7_NC_018284(2),PHAGE_Acanth_moumouvirus_NC_020104(2),PHAGE_Staphy_phiRS7_NC_022914(2),PHAGE_Staphy_phi7401PVL_NC_020199(2),PHAGE_Thermo_THSA_485A_NC_018264(2),PHAGE_Lactob_prophage_Lj965_NC_005355(1),PHAGE_Staphy_phi_12_NC_004616(1),PHAGE_Strept_K13_NC_024357(1),PHAGE_Strept_DCC1738_NC_024361(1),PHAGE_Brocho_NF5_NC_015252(1),PHAGE_Thermu_phiYS40_NC_008584(1),PHAGE_Staphy_SMSAP5_NC_019513(1),PHAGE_Strept_pyogenes_315_1_NC_004584(1),PHAGE_Bacill_IEBH_NC_011167(1),PHAGE_Staphy_PH15_NC_008723(1),PHAGE_Bacill_Bcp1_NC_024137(1),PHAGE_Bacill_phBC6A51_NC_004820(1),PHAGE_Thermu_OH2_NC_021784(1),PHAGE_Staphy_29_NC_007061(1),PHAGE_Pseudo_OBP_NC_016571(1),PHAGE_Strept_IC1_NC_024370(1),PHAGE_Staphy_X2_NC_007065(1),PHAGE_Bacill_phIS3501_NC_019502(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Entero_IME_EFm1_NC_024356(1),PHAGE_Strept_phiNJ2_NC_019418(1),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Bacill_BtCS33_NC_018085(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Lactoc_BM13_NC_021861(1),PHAGE_Clostr_phi8074_B1_NC_019924(1),PHAGE_Bacill_BMBtp2_NC_019912(1),PHAGE_Bacill_Cherry_NC_007457(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Bacill_SP10_NC_019487(1),PHAGE_Lister_B025_NC_009812(1),PHAGE_Pseudo_phi_2_NC_013638(1),PHAGE_Thermu_TMA_NC_015937(1),PHAGE_Halovi_HCTV_5_NC_021327(1),PHAGE_Cellul_phi14:2_NC_021806(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Vibrio_X29_NC_024369(1),PHAGE_Staphy_tp310_2_NC_009762(1),PHAGE_Halovi_HVTV_1_NC_020158(1),PHAGE_Burkho_AH2_NC_018283(1),PHAGE_Salmon_SE1_NC_011802(1),PHAGE_Bacill_vB_BceM_Bc431v3_NC_020873(1),PHAGE_Strept_pyogenes_315_5_NC_004588(1),PHAGE_Halovi_HCTV_1_NC_021330(1),PHAGE_Lactoc_ul36_NC_004066(1),PHAGE_Brocho_BL3_NC_015254(1),PHAGE_Marino_P12026_NC_018269(1),PHAGE_Strept_Dp_1_NC_015274(1),PHAGE_Staphy_StB20_NC_019915(1),PHAGE_Staphy_CNPH82_NC_008722(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Lactoc_bIL285_NC_002666(1),PHAGE_Lactoc_1706_NC_010576(1),PHAGE_Bacill_phi105_NC_004167(1),PHAGE_Bacill_BCP78_NC_018860(1),PHAGE_Entero_ST104_NC_005841(1),PHAGE_Staphy_phiMR11_NC_010147(1),PHAGE_Entero_phiFL4A_NC_013644(1),PHAGE_Clostr_CDMH1_NC_024144(1),PHAGE_Strept_7201_NC_002185(1),PHAGE_Staphy_3A_NC_007053(1)",10,12.65%,30.97%,AE001437.1,NA,NA,NA
1,16.6Kb,questionable(80),"tail,capsid,head,portal,terminase",2986136-3002739,0,19,13,5,94.7%,1,no,9,NA,NA,NA,71.37%,AE005673.1,PHAGE_Tetras_SI1,3,15.7%
1,35Kb,intact(150),"plate,tail",670089-705133,0,43,38,4,97.6%,1,no,24,"PHAGE_Pseudo_YMC11/02/R656_NC_028657(9),PHAGE_Escher_vB_EcoM_ECOO78_NC_041926(6),PHAGE_Pseudo_phiCTX_NC_003278(6),PHAGE_Entero_Arya_NC_031048(6),PHAGE_Escher_vB_EcoM_ECO1230_10_NC_027995(5),PHAGE_Escher_vB_EcoM_ep3_NC_025430(4),PHAGE_Pseudo_MD8_NC_031091(4),PHAGE_Pseudo_D3_NC_002484(4),PHAGE_Pseudo_PMG1_NC_016765(4),PHAGE_Vibrio_VP58.5_NC_027981(4),PHAGE_Pseudo_JBD44_NC_030929(3),PHAGE_Erwini_ENT90_NC_019932(3),PHAGE_Pseudo_PPpW_3_NC_023006(3),PHAGE_Vibrio_VHML_NC_004456(3),PHAGE_Pseudo_KPP21_NC_029017(3),PHAGE_Vibrio_vB_VpaM_MAR_NC_019722(3),PHAGE_Pseudo_LUZ7_NC_013691(3),PHAGE_Entero_mEp235_NC_019708(2),PHAGE_Pseudo_phiPSA1_NC_024365(2),PHAGE_Burkho_KS9_NC_013055(2),PHAGE_Burkho_phi6442_NC_009235(2),PHAGE_Pseudo_phiR18_NC_041964(2),PHAGE_Burkho_phiE125_NC_003309(2),PHAGE_Salmon_SP_004_NC_021774(2),PHAGE_Klebsi_phiKO2_NC_005857(2),PHAGE_Entero_HK022_NC_002166(2),PHAGE_Pseudo_KPP25_NC_024123(2),PHAGE_Salmon_RE_2010_NC_019488(2),PHAGE_Mannhe_phiMHaA1_NC_008201(2),PHAGE_Pseudo_phiPMW_NC_041880(2),PHAGE_Burkho_Bcep176_NC_007497(2),PHAGE_Salmon_Fels_2_NC_010463(2),PHAGE_Pseudo_vB_PaeP_C2_10_Ab09_NC_024140(1),PHAGE_Entero_mEpX1_NC_019709(1),PHAGE_Pseudo_PEV2_NC_031063(1),PHAGE_Pseudo_H66_NC_042342(1),PHAGE_Entero_PsP3_NC_005340(1),PHAGE_Escher_HK75_NC_016160(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Edward_eiAU_NC_042029(1),PHAGE_Burkho_KL3_NC_015266(1),PHAGE_Phage_Gifsy_2_NC_010393(1),PHAGE_Ralsto_RSY1_NC_025115(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Halovi_HGTV_1_NC_021328(1),PHAGE_Escher_P2_NC_041848(1),PHAGE_Cronob_ENT39118_NC_019934(1),PHAGE_Entero_mEp460_NC_019716(1),PHAGE_Pseudo_YH30_NC_029101(1),PHAGE_Yersin_phiR1_37_NC_016163(1),PHAGE_Pseudo_phi2_NC_030931(1),PHAGE_Burkho_phi1026b_NC_005284(1),PHAGE_Caulob_CcrColossus_NC_019406(1),PHAGE_Edward_eiAU_183_NC_023555(1),PHAGE_Pseudo_YH6_NC_027388(1),PHAGE_Burkho_AH2_NC_018283(1),PHAGE_Escher_pro483_NC_028943(1),PHAGE_Escher_HK639_NC_016158(1),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Entero_HK106_NC_019768(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Pseudo_SM1_NC_041877(1),PHAGE_Burkho_BcepMu_NC_005882(1),PHAGE_Entero_HK633_NC_019719(1),PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Mannhe_vB_MhM_587AP1_NC_028898(1),PHAGE_Pseudo_PAJU2_NC_011373(1),PHAGE_Pseudo_F10_NC_007805(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Pseudo_LIT1_NC_013692(1),PHAGE_Burkho_phiE255_NC_009237(1),PHAGE_Entero_mEpX2_NC_019705(1),PHAGE_Pseudo_PS_1_NC_029066(1)",6,20.93%,63.97%,AE004091.2,NA,NA,NA
2,15.7Kb,intact(117),"coat,integrase",780995-796776,0,14,13,1,100%,0,yes,3,"PHAGE_Pseudo_Pf1_NC_001331(11),PHAGE_Vibrio_VCY_phi_NC_016162(2),PHAGE_Entero_186_NC_001317(1),PHAGE_Erwini_ENT90_NC_019932(1),PHAGE_Vibrio_VfO3K6_NC_002362(1),PHAGE_Escher_pro147_NC_028896(1),PHAGE_Vibrio_KSF_1phi_NC_006294(1),PHAGE_Burkho_KS5_NC_015265(1),PHAGE_Pseudo_phi3_NC_030940(1),PHAGE_Vibrio_CTX_NC_015209(1),PHAGE_Vibrio_VfO4K68_NC_002363(1)",11,78.57%,58.65%,AE004091.2,NA,NA,NA
1,11.4Kb,incomplete(20),tail,608448-619878,0,12,8,1,75%,3,no,7,"PHAGE_Bacill_AR9_NC_031039(2),PHAGE_Bacill_G_NC_023719(2),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Entero_vB_KleM_RaK2_NC_019526(1),PHAGE_Cellul_phi38:1_NC_021796(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Helico_1961P_NC_019512(1),PHAGE_Halocy_JM_2012_NC_017975(1),PHAGE_Cellul_phi18:3_NC_021794(1),PHAGE_Thermu_P2345_NC_009803(1),PHAGE_Pseudo_YuA_NC_010116(1),PHAGE_Roseob_1_NC_015466(1),PHAGE_Thermu_P7426_NC_009804(1),PHAGE_Pseudo_MP1412_NC_018282(1),PHAGE_Bacill_Eldridge_NC_030920(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Escher_4_NC_027364(1),PHAGE_Microc_Ma_LMM01_NC_008562(1),PHAGE_Cellul_phi14:2_NC_021806(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Helico_KHP30_NC_019928(1),PHAGE_Rhizob_vB_RleM_P10VF_NC_025429(1),PHAGE_Helico_phiHP33_NC_016568(1),PHAGE_Helico_KHP40_NC_019931(1),PHAGE_Escher_121Q_NC_025447(1)",2,16.66%,67.05%,AE000513.1,NA,NA,NA
2,6.2Kb,incomplete(20),transposase,2217680-2223893,0,7,6,0,85.7%,1,no,4,"PHAGE_Caulob_CcrColossus_NC_019406(2),PHAGE_Erwini_vB_EamM_Huxley_NC_031127(2),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Pseudo_VCM_NC_029065(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Pseudo_phiPsa374_NC_023601(1),PHAGE_Cronob_vB_CsaP_GAP52_NC_019402(1)",3,28.57%,63.41%,AE000513.1,NA,NA,NA
3,7.4Kb,incomplete(10),NA,2641102-2648524,0,7,6,0,85.7%,1,no,6,"PHAGE_Erwini_vB_EamM_ChrisDB_NC_031126(2),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Strept_20617_NC_023503(1),PHAGE_Geobac_E3_NC_029073(1),PHAGE_Deep_s_D6E_NC_019544(1),PHAGE_Microc_MaMV_DC_NC_029002(1),PHAGE_Staphy_SPbeta_like_NC_029119(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Silici_DSS3phi2_NC_012697(1),PHAGE_Ralsto_RSL2_NC_028950(1),PHAGE_Lister_B025_NC_009812(1),PHAGE_Geobac_E2_NC_009552(1),PHAGE_Phage_phiJL001_NC_006938(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Bacter_B124_14_NC_016770(1),PHAGE_Pseudo_VCM_NC_029065(1)",1,28.57%,64.38%,AE000513.1,NA,NA,NA
1,7.9Kb,incomplete(10),NA,532234-540174,0,9,6,2,88.8%,1,no,6,"PHAGE_Bacill_SP_15_NC_031245(2),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Acinet_vB_AbaM_Acibel004_NC_025462(1),PHAGE_Bacill_AR9_NC_031039(1),PHAGE_Cellul_phi38:1_NC_021796(1),PHAGE_Archae_virus_NC_008695(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Halocy_JM_2012_NC_017975(1),PHAGE_Halovi_HCTV_1_NC_021330(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Prochl_P_SSM2_NC_006883(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Escher_phAPEC8_NC_020079(1),PHAGE_Cellul_phi14:2_NC_021806(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Acinet_vB_AbaM_phiAbaA1_NC_031280(1),PHAGE_Halovi_HVTV_1_NC_020158(1),PHAGE_Bacill_CP_51_NC_025423(1)",1,22.22%,46.61%,AE000512.1,NA,NA,NA
2,12.4Kb,incomplete(10),NA,1577151-1589643,3,10,6,1,70%,3,no,5,"PHAGE_Bacill_SP_15_NC_031245(2),PHAGE_Bacill_G_NC_023719(2),PHAGE_Rhodot_RM378_NC_004735(1),PHAGE_Cronob_vB_CsaM_GAP32_NC_019401(1),PHAGE_Nitrin_1M3_16_NC_024217(1),PHAGE_Entero_vB_KleM_RaK2_NC_019526(1),PHAGE_Sinorh_phiM9_NC_028676(1),PHAGE_Vibrio_vB_VpaM_MAR_NC_019722(1),PHAGE_Halomo_phiHAP_1_NC_010342(1),PHAGE_Vibrio_VHML_NC_004456(1),PHAGE_Pseudo_YuA_NC_010116(1),PHAGE_Pseudo_MP1412_NC_018282(1),PHAGE_Vibrio_VP58.5_NC_027981(1),PHAGE_Escher_4_NC_027364(1),PHAGE_Rhizob_vB_RleM_P10VF_NC_025429(1),PHAGE_Escher_121Q_NC_025447(1)",2,20%,44.29%,AE000512.1,NA,NA,NA
3,7.9Kb,incomplete(40),"protease,transposase",1798302-1806244,0,11,7,2,81.8%,2,no,6,"PHAGE_Geobac_E3_NC_029073(2),PHAGE_Bacill_G_NC_023719(2),PHAGE_Sulfol_SMV1_NC_023585(2),PHAGE_Rhodot_RM378_NC_004735(1),PHAGE_Escher_vB_EcoM_JS09_NC_024124(1),PHAGE_Hypert_2_NC_014321(1),PHAGE_Altero_vB_AmaP_AD45_P1_NC_021532(1),PHAGE_Lactob_CL1_NC_028888(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Shigel_Shf125875_NC_025437(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Shigel_SHSML_52_1_NC_031090(1),PHAGE_Escher_APCEc01_NC_029091(1),PHAGE_Clostr_c_st_NC_007581(1),PHAGE_Clostr_phiCD211_NC_029048(1)",2,18.18%,47.49%,AE000512.1,NA,NA,NA
1,14.2Kb,questionable(70),"protease,tail,portal,head,terminase,transposase",3261988-3276216,0,14,9,4,92.8%,1,no,4,NA,NA,NA,63.17%,CR555306.1,PHAGE_Entero_mEp235,5,35.7%
2,14.4Kb,incomplete(50),"recombinase,lysin,tail",4262561-4277033,0,9,5,3,88.8%,1,yes,3,NA,NA,NA,67.89%,CR555306.1,PHAGE_Stenot_S1,3,33.3%
3,29.5Kb,questionable(70),"tail,capsid,protease,portal,terminase",4264915-4294444,0,19,12,6,94.7%,1,yes,9,NA,NA,NA,68.08%,CR555306.1,PHAGE_Stenot_S1,4,21%
1,45.4Kb,intact(110),"integrase,plate,portal,head,tail",442092-487539,0,41,39,1,97.5%,1,yes,25,"PHAGE_Bacill_vB_BhaS_171_NC_030904(13),PHAGE_Bacill_1_NC_009737(9),PHAGE_Geobac_GBSV1_NC_008376(9),PHAGE_Bacill_phBC6A52_NC_004821(8),PHAGE_Lactob_PLE2_NC_031036(6),PHAGE_Paenib_PG1_NC_021558(5),PHAGE_Bacill_IEBH_NC_011167(4),PHAGE_Lactoc_bIL285_NC_002666(4),PHAGE_Staphy_SpaA1_NC_018277(4),PHAGE_Strept_PH10_NC_012756(4),PHAGE_Bacill_BMBtpLA_NC_028748(4),PHAGE_Bacill_250_NC_029024(4),PHAGE_Paenib_Harrison_NC_028746(3),PHAGE_Bacill_phIS3501_NC_019502(3),PHAGE_Bacill_phiCM3_NC_023599(3),PHAGE_Bacill_BtCS33_NC_018085(3),PHAGE_Bacill_W.Ph._NC_016563(2),PHAGE_Lister_A500_NC_009810(2),PHAGE_Lactob_iA2_NC_028830(2),PHAGE_Geobac_E2_NC_009552(2),PHAGE_Clostr_phiCDHM11_NC_029001(2),PHAGE_Clostr_phiMMP04_NC_019422(2),PHAGE_Bacill_BPS13_NC_018857(2),PHAGE_Clostr_phiCD481_1_NC_028951(2),PHAGE_Bacill_BM5_NC_029069(2),PHAGE_Vibrio_CTX_NC_015209(2),PHAGE_Bacill_WBeta_NC_007734(1),PHAGE_Escher_slur09_NC_028840(1),PHAGE_Bacill_BPS10C_NC_023501(1),PHAGE_Paenib_phiIBB_Pl23_NC_021865(1),PHAGE_Lactob_phig1e_NC_004305(1),PHAGE_Bacill_Fah_NC_007814(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Entero_DT57C_NC_027356(1),PHAGE_Bacill_SalinJah_NC_031034(1),PHAGE_Myxoco_Mx8_NC_003085(1),PHAGE_Thermu_OH2_NC_021784(1),PHAGE_Bacill_phBC6A51_NC_004820(1),PHAGE_Staphy_StauST398_4_NC_023499(1),PHAGE_Bacill_Bastille_NC_018856(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Paenib_Tripp_NC_028930(1),PHAGE_Strept_phi3396_NC_009018(1),PHAGE_Bacill_T_NC_024205(1),PHAGE_Clostr_phiCD506_NC_028838(1),PHAGE_Staphy_77_NC_005356(1),PHAGE_Staphy_phiN315_NC_004740(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Staphy_6ec_NC_024355(1),PHAGE_Staphy_phiNM3_NC_008617(1),PHAGE_Bacill_Gamma_NC_007458(1),PHAGE_Clostr_phiCDHM13_NC_029116(1),PHAGE_Bacill_CAM003_NC_024216(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Rhizob_16_3_NC_011103(1),PHAGE_Bacill_Pavlov_NC_028782(1),PHAGE_Bacill_Evoli_NC_024207(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Clostr_phi3626_NC_003524(1),PHAGE_Bacill_Waukesha92_NC_025424(1),PHAGE_Staphy_vB_SepS_SEP9_NC_023582(1),PHAGE_Bacill_phiAGATE_NC_020081(1)",7,31.7%,35.27%,AE017225.1,NA,NA,NA
2,15Kb,incomplete(40),"head,coat",1181444-1196539,0,18,10,3,72.2%,5,no,7,"PHAGE_Sphing_PAU_NC_019521(4),PHAGE_Entero_phi92_NC_023693(4),PHAGE_Escher_phAPEC8_NC_020079(4),PHAGE_Bacill_G_NC_023719(2),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Rhodoc_ReqiPine5_NC_023722(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Synech_S_SKS1_NC_020851(1),PHAGE_Synech_S_CAM7_NC_031927(1),PHAGE_Actino_phiAsp2_NC_005885(1),PHAGE_Mycoba_MiaZeal_NC_028953(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Bacill_0305phi8_36_NC_009760(1),PHAGE_Mycoba_Courthouse_NC_023690(1),PHAGE_Mycoba_BrownCNA_NC_028968(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pseudo_PaBG_NC_022096(1),PHAGE_Synech_S_SM2_NC_015279(1),PHAGE_Mycoba_Bane1_NC_022331(1),PHAGE_Bacill_CP_51_NC_025423(1)",4,22.22%,36.78%,AE017225.1,NA,NA,NA
