header,taxon,protein,sp,description,vog,.species.name,phage.nonphage,source,source.version,acc,n_clstr,nt,perc_id_to_rep,is_rep,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,viral.family,protClstr,aa,perc.id_protClstr,protClstr_rep
1932889.YP_010074789.1 RNA polymerase sigma factor [Escherichia phage YUEEL01],1932889,YP_010074789.1,Escherichia phage YUEEL01, RNA polymerase sigma factor,VOG02363,Escherichia phage YUEEL01,phage,NCBI Refseq,209,NC_054935,2839,168266,100,TRUE,Escherichia phage YUEEL01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus YUEEL01,NC_054935,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
1958914.YP_009876541.1 sigma factor for late transcription [Salmonella phage BSP101],1958914,YP_009876541.1,Salmonella phage BSP101, sigma factor for late transcription,VOG02363,Salmonella phage BSP101,phage,NCBI Refseq,209,NC_049382,3299,157665,100,TRUE,Salmonella phage BSP101,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus BSP101,NC_049382,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,Ackermannviridae,1,263,100,FALSE
1962671.YP_009599739.1 sigma factor for late transcription [Serratia phage BF],1962671,YP_009599739.1,Serratia phage BF, sigma factor for late transcription,VOG02363,Serratia phage BF,phage,NCBI Refseq,209,NC_041917,1452,357154,100,TRUE,Serratia phage BF,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eneladusvirus; Serratia virus BF,NC_041917,NA,NA,NA,615,Serratia marcescens,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,RefSeq,NA,NA,1,Myoviridae,179,286,100,TRUE
1965363.YP_010089651.1 hypothetical protein [Yersinia phage fHe-Yen9-01],1965363,YP_010089651.1,Yersinia phage fHe-Yen9-01, hypothetical protein,VOG02363,Yersinia phage fHe-Yen9-01,phage,NCBI Refseq,209,NC_055716,2790,167773,100,TRUE,Yersinia phage fHe-Yen9-01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tegunavirus; unclassified Tegunavirus,NC_055716,NA,NA,NA,630,Yersinia enterocolitica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,37,180,100,TRUE
1965365.YP_009965517.1 RNA polymerase sigma factor [Escherichia phage CF2],1965365,YP_009965517.1,Escherichia phage CF2, RNA polymerase sigma factor,VOG02363,Escherichia phage CF2,phage,NCBI Refseq,209,NC_041919,2846,168188,100,TRUE,Escherichia phage CF2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus CF2,NC_041919,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
1965367.YP_009965698.1 RNA polymerase sigma factor [Escherichia phage HP3],1965367,YP_009965698.1,Escherichia phage HP3, RNA polymerase sigma factor,VOG02363,Escherichia phage HP3,phage,NCBI Refseq,209,NC_041920,3016,170254,100,TRUE,Escherichia phage HP3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus HP3,NC_041920,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,3,185,99.46000000000001,FALSE
1970776.YP_010090165.1 RNA polymerase sigma factor [Escherichia phage phiC120],1970776,YP_010090165.1,Escherichia phage phiC120, RNA polymerase sigma factor,VOG02363,Escherichia phage phiC120,phage,NCBI Refseq,209,NC_055718,2979,186570,100,TRUE,Escherichia phage phiC120,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; unclassified Mosigvirus,NC_055718,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,3,185,99.46000000000001,FALSE
1978922.YP_009832989.1 sigma factor for late transcription [Aeromonas phage phiA8-29],1978922,YP_009832989.1,Aeromonas phage phiA8-29, sigma factor for late transcription,VOG02363,Aeromonas phage phiA8-29,phage,NCBI Refseq,209,NC_048660,3161,144974,100,TRUE,Aeromonas phage phiA8-29,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Tedavirus; Aeromonas virus A8-29,NC_048660,NA,NA,NA,1569654,Aeromonas sp. A8-29,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,30560292,Literature,NA,NA,1,Ackermannviridae,287,216,100,TRUE
1981499.YP_009602009.1 sigma factor [Escherichia phage ECD7],1981499,YP_009602009.1,Escherichia phage ECD7, sigma factor,VOG02363,Escherichia phage ECD7,phage,NCBI Refseq,209,NC_041936,2883,164706,100,TRUE,Escherichia phage ECD7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus ECD7,NC_041936,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,13,177,100,FALSE
1983556.YP_010090648.1 sigma factor [Pseudomonas phage PspYZU05],1983556,YP_010090648.1,Pseudomonas phage PspYZU05, sigma factor,VOG02363,Pseudomonas phage PspYZU05,phage,NCBI Refseq,209,NC_055720,2917,166442,100,TRUE,Pseudomonas phage PspYZU05,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_055720,NA,NA,NA,306,Pseudomonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae; Pseudomonas,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,167,175,100,TRUE
1983572.YP_010090426.1 sigma factor [Synechococcus phage S-H35],1983572,YP_010090426.1,Synechococcus phage S-H35, sigma factor,VOG02363,Synechococcus phage S-H35,phage,NCBI Refseq,209,NC_055719,31,174231,100,TRUE,Synechococcus phage S-H35,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_055719,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,2,Myoviridae,159,157,100,TRUE
1987993.YP_004327474.1 Gp55 sigma factor for late transcription [Salmonella virus ViI],1987993,YP_004327474.1,Salmonella virus ViI, Gp55 sigma factor for late transcription,VOG02363,Salmonella virus ViI,phage,NCBI Refseq,209,NC_015296,3312,157061,100,TRUE,Salmonella virus ViI,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus,NC_015296,NA,NA,NA,90370,Salmonella enterica subsp. enterica serovar Typhi,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,1,Ackermannviridae,12,256,97.27,FALSE
2005047.YP_009608337.1 RNA polymerase sigma factor [Escherichia phage ST0],2005047,YP_009608337.1,Escherichia phage ST0, RNA polymerase sigma factor,VOG02363,Escherichia phage ST0,phage,NCBI Refseq,209,NC_041990,2998,170496,100,TRUE,Escherichia phage ST0,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus ST0,NC_041990,NA,NA,NA,2072452,Escherichia coli H8,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,Myoviridae,3,185,98.92,FALSE
2006941.YP_009609387.1 sigma factor for late transcription [Serratia phage CHI14],2006941,YP_009609387.1,Serratia phage CHI14, sigma factor for late transcription,VOG02363,Serratia phage CHI14,phage,NCBI Refseq,209,NC_041996,2999,171175,100,TRUE,Serratia phage CHI14,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Winklervirus; Serratia virus CHI14,NC_041996,NA,NA,NA,104623,Serratia sp. ATCC 39006,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,RefSeq,NA,NA,1,Myoviridae,72,178,100,TRUE
2006942.YP_010092210.1 sigma factor for late transcription [Serratia phage X20],2006942,YP_010092210.1,Serratia phage X20, sigma factor for late transcription,VOG02363,Serratia phage X20,phage,NCBI Refseq,209,NC_055728,3055,172450,100,TRUE,Serratia phage X20,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Winklervirus; unclassified Winklervirus,NC_055728,NA,NA,NA,104623,Serratia sp. ATCC 39006,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,72,178,99.44000000000001,FALSE
2010329.YP_009609705.1 hypothetical protein [Acidovorax phage ACP17],2010329,YP_009609705.1,Acidovorax phage ACP17, hypothetical protein,VOG02363,Acidovorax phage ACP17,phage,NCBI Refseq,209,NC_041997,3267,156281,100,TRUE,Acidovorax phage ACP17,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Busanvirus; Acidovorax virus ACP17,NC_041997,NA,NA,NA,80869,Acidovorax citrulli,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae; Acidovorax,29422788,"Literature, RefSeq",NA,NA,1,Myoviridae,152,162,100,TRUE
2023996.YP_009791298.1 late transcription sigma factor [Synechococcus phage Bellamy],2023996,YP_009791298.1,Synechococcus phage Bellamy, late transcription sigma factor,VOG02363,Synechococcus phage Bellamy,phage,NCBI Refseq,209,NC_047838,2964,204930,100,TRUE,Synechococcus phage Bellamy,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Bellamyvirus; Synechococcus virus Bellamy,NC_047838,NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,RefSeq,NA,NA,1,Myoviridae,144,164,100,TRUE
2024208.YP_009834328.1 thioredoxin [Aeromonas phage AS-zj],2024208,YP_009834328.1,Aeromonas phage AS-zj, thioredoxin,VOG02363,Aeromonas phage AS-zj,phage,NCBI Refseq,209,NC_048673,2333,229929,100,TRUE,Aeromonas phage AS-zj,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emmerichvirinae; Ceceduovirus; Aeromonas virus ASzj,NC_048673,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,30034378,Literature,NA,NA,2,Myoviridae,40,183,100,FALSE
2024264.YP_009612359.1 hypothetical protein [Agrobacterium phage Atu_ph07],2024264,YP_009612359.1,Agrobacterium phage Atu_ph07, hypothetical protein,VOG02363,Agrobacterium phage Atu_ph07,phage,NCBI Refseq,209,NC_042013,1551,490380,100,TRUE,Agrobacterium phage Atu_ph07,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Polybotosvirus; Agrobacterium virus Atuph07,NC_042013,NA,NA,NA,358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex,30154772,"Literature, RefSeq",NA,NA,1,Myoviridae,183,277,100,TRUE
2024308.YP_009618877.1 RNA polymerase sigma factor [Shigella phage Sf21],2024308,YP_009618877.1,Shigella phage Sf21, RNA polymerase sigma factor,VOG02363,Shigella phage Sf21,phage,NCBI Refseq,209,NC_042077,2908,166002,100,TRUE,Shigella phage Sf21,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Shigella virus Sf21,NC_042077,NA,NA,NA,623,Shigella flexneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,3,Myoviridae,0,185,100,FALSE
2024309.YP_009619273.1 RNA polymerase sigma factor [Shigella phage Sf24],2024309,YP_009619273.1,Shigella phage Sf24, RNA polymerase sigma factor,VOG02363,Shigella phage Sf24,phage,NCBI Refseq,209,NC_042078,2843,168112,100,TRUE,Shigella phage Sf24,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Shigella virus Sf24,NC_042078,NA,NA,NA,623,Shigella flexneri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
2024320.YP_009614988.1 RNA polymerase sigma factor [Shigella phage Sf22],2024320,YP_009614988.1,Shigella phage Sf22, RNA polymerase sigma factor,VOG02363,Shigella phage Sf22,phage,NCBI Refseq,209,NC_042039,2922,166283,100,TRUE,Shigella phage Sf22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Shigella virus Sf22,NC_042039,NA,NA,NA,621,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,4,Myoviridae,0,185,100,FALSE
2024321.YP_010076538.1 RNA polymerase sigma factor [Shigella phage Sf23],2024321,YP_010076538.1,Shigella phage Sf23, RNA polymerase sigma factor,VOG02363,Shigella phage Sf23,phage,NCBI Refseq,209,NC_054941,2789,167678,100,TRUE,Shigella phage Sf23,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Shigella virus Sf23,NC_054941,NA,NA,NA,621,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,3,Myoviridae,0,185,100,FALSE
2025809.YP_010091929.1 RNA polymerase subunit sigma [Proteus phage PM2],2025809,YP_010091929.1,Proteus phage PM2, RNA polymerase subunit sigma,VOG02363,Proteus phage PM2,phage,NCBI Refseq,209,NC_055727,2880,163469,100,TRUE,Proteus phage PM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_055727,NA,NA,NA,584,Proteus mirabilis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae; Proteus,NA,"NCBI Virus, RefSeq",NA,NA,1,Myoviridae,73,182,100,FALSE
2025815.YP_010067751.1 RNA polymerase sigma factor [Escherichia phage EC121],2025815,YP_010067751.1,Escherichia phage EC121, RNA polymerase sigma factor,VOG02363,Escherichia phage EC121,phage,NCBI Refseq,209,NC_054909,2825,168805,100,TRUE,Escherichia phage EC121,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus EC121,NC_054909,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
2025816.YP_010068301.1 RNA polymerase sigma factor [Escherichia phage ECO4],2025816,YP_010068301.1,Escherichia phage ECO4, RNA polymerase sigma factor,VOG02363,Escherichia phage ECO4,phage,NCBI Refseq,209,NC_054911,2850,168638,100,TRUE,Escherichia phage ECO4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus ECO4,NC_054911,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
2025818.YP_009877705.1 sigma factor for late transcription [Salmonella phage SP1],2025818,YP_009877705.1,Salmonella phage SP1, sigma factor for late transcription,VOG02363,Salmonella phage SP1,phage,NCBI Refseq,209,NC_049396,3270,156585,100,TRUE,Salmonella phage SP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus SP1,NC_049396,NA,NA,NA,605,Salmonella enterica subsp. enterica serovar Pullorum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,Ackermannviridae,1,263,100,FALSE
2025823.YP_010075227.1 RNA polymerase sigma factor [Salmonella phage SG1],2025823,YP_010075227.1,Salmonella phage SG1, RNA polymerase sigma factor,VOG02363,Salmonella phage SG1,phage,NCBI Refseq,209,NC_054936,3010,169805,100,TRUE,Salmonella phage SG1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Salmonella virus SG1,NC_054936,NA,NA,NA,594,Salmonella enterica subsp. enterica serovar Gallinarum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,Myoviridae,0,185,100,FALSE
2026082.YP_009613141.1 RNA polymerase sigma factor [Aeromonas phage AS-gz],2026082,YP_009613141.1,Aeromonas phage AS-gz, RNA polymerase sigma factor,VOG02363,Aeromonas phage AS-gz,phage,NCBI Refseq,209,NC_042019,3229,162422,100,TRUE,Aeromonas phage AS-gz,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Aeromonas virus Asgz,NC_042019,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,30034378,Literature,NA,NA,2,Myoviridae,9,172,100,FALSE
2026113.YP_009834959.1 RNA polymerase sigma factor [Aeromonas phage AS-sw],2026113,YP_009834959.1,Aeromonas phage AS-sw, RNA polymerase sigma factor,VOG02363,Aeromonas phage AS-sw,phage,NCBI Refseq,209,NC_048674,2665,230024,100,TRUE,Aeromonas phage AS-sw,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emmerichvirinae; Ceceduovirus; Aeromonas virus ASsw,NC_048674,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,30034378,Literature,NA,NA,2,Myoviridae,40,183,100,FALSE
2041413.YP_009615540.1 RNA polymerase subunit sigma [Salmonella phage Melville],2041413,YP_009615540.1,Salmonella phage Melville, RNA polymerase subunit sigma,VOG02363,Salmonella phage Melville,phage,NCBI Refseq,209,NC_042044,3224,159323,100,TRUE,Salmonella phage Melville,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus Melville,NC_042044,NA,NA,NA,108619,Salmonella enterica subsp. enterica serovar Newport,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,Myoviridae,19,179,100,FALSE
2052742.YP_009623847.1 hypothetical protein [Yersinia phage fHe-Yen9-04],2052742,YP_009623847.1,Yersinia phage fHe-Yen9-04, hypothetical protein,VOG02363,Yersinia phage fHe-Yen9-04,phage,NCBI Refseq,209,NC_042116,1451,354378,100,TRUE,Yersinia phage fHe-Yen9-04,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eneladusvirus; Yersinia virus Yen9-04,NC_042116,NA,NA,NA,629,Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NA,NA,NA,NA,1,Myoviridae,185,287,100,TRUE
2052930.YP_010076950.1 RNA polymerase sigma factor [Yersinia phage fPS-2],2052930,YP_010076950.1,Yersinia phage fPS-2, RNA polymerase sigma factor,VOG02363,Yersinia phage fPS-2,phage,NCBI Refseq,209,NC_054943,2830,169060,100,TRUE,Yersinia phage fPS-2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Yersinia virus fPS-2,NC_054943,NA,NA,NA,633,Yersinia pseudotuberculosis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,33668618,Literature,NA,NA,1,Myoviridae,0,185,100,FALSE
2052931.YP_010091372.1 RNA polymerase sigma factor [Yersinia phage fPS-65],2052931,YP_010091372.1,Yersinia phage fPS-65, RNA polymerase sigma factor,VOG02363,Yersinia phage fPS-65,phage,NCBI Refseq,209,NC_055724,2898,167058,100,TRUE,Yersinia phage fPS-65,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,NC_055724,NA,NA,NA,633,Yersinia pseudotuberculosis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,33668618,Literature,NA,NA,1,Myoviridae,0,185,100,FALSE
2052932.YP_010091100.1 RNA polymerase sigma factor [Yersinia phage fPS-90],2052932,YP_010091100.1,Yersinia phage fPS-90, RNA polymerase sigma factor,VOG02363,Yersinia phage fPS-90,phage,NCBI Refseq,209,NC_055723,2810,167132,100,TRUE,Yersinia phage fPS-90,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; unclassified Tequatrovirus,NC_055723,NA,NA,NA,633,Yersinia pseudotuberculosis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,33668618,Literature,NA,NA,1,Myoviridae,0,185,100,FALSE
